content,anger,fear,joy,sadness,surprise
"No, it's gonna make him angry, and I'm pretty sure if we give it to him, he'll overdose.",0,1,0,0,0.0
Trust me.,0,0,0,0,0.0
"Rage on this, Romero.",0,0,0,0,0.0
You were right.,0,0,0,0,0.0
Anger really does cloud judgment.,0,0,0,0,0.0
"No breaks, just bruising.",0,0,0,1,0.0
You got lucky.,0,0,1,0,0.0
I must be off.,0,0,0,1,0.0
"Ramsey, hey, um...",0,0,0,0,0.0
"I know we didn't see eye to eye today, but thanks for your help.",0,0,1,0,0.0
If you ever want to talk...,0,0,0,0,0.0
"Thanks, but I'm fine.",0,0,1,0,0.0
"See you in the next life, Barry.",0,0,0,1,0.0
"Thanks for coming, Mom.",0,0,1,0,0.0
You kidding?,0,0,0,0,1.0
I'm just so grateful you would see me.,0,0,1,0,0.0
Can I go first?,0,0,0,0,0.0
"When your father left, you came into my room every morning for a week with your hands on your hips, and you said, Where's Dad?""""",0,0,0,1,0.0
And I did not know how to tell you he wasn't coming back.,0,0,0,1,0.0
"I was so worried that you would think it was my fault, or worse, yours.",0,1,0,1,0.0
"And then when I did tell you the truth, you were so mad.",0,0,0,1,0.0
And so hurt.,0,1,0,1,0.0
You could not believe that he left without even saying good-bye.,0,0,0,1,0.0
"So a couple years later when my boyfriend Doug and I broke up, and he left... there was no way I was gonna put you through that pain again.",0,0,0,1,0.0
"You two had become so close, and...",0,0,1,0,0.0
You lied to protect me.,0,0,0,1,0.0
"But, Mom... why did you break up with all the others?",0,0,0,0,1.0
They always wanted more than I could give.,0,0,0,1,0.0
You get scared.,0,0,0,1,0.0
I know because I'm the same way... which is why I made you something.,0,0,0,0,0.0
"An addendum for The Book of Ralph."" ""22 steps to being open to the love of your life.""""",0,0,0,0,0.0
I'm open to love. I'm just picky.,0,0,1,0,0.0
"Mom, give me a break.",0,0,0,0,0.0
Neither one of us have been open to love since Dad left.,0,0,0,1,0.0
"And, Mom, by keeping that pain away... we're also closing ourselves off from the joy that love can bring.",0,0,0,1,0.0
I don't think I'm cut out for joy.,0,0,0,1,0.0
"But I want that joy for you, Ralph.",0,0,1,0,0.0
"Love, happiness, the whole kit and caboodle.",0,0,1,0,0.0
I want you to go find that.,0,0,0,0,0.0
And don't worry about me.,0,0,1,0,0.0
"Okay, Ralph?",0,0,0,0,0.0
"Come on, Mom.",0,0,0,0,0.0
I'll always be your Ralphy.,0,0,1,0,0.0
I now have a new theory.,0,0,1,0,0.0
I believe I have found an effective cure for HLH.,0,0,1,0,0.0
One that would eliminate my need for dark matter entirely.,0,0,0,0,0.0
"Analysis of Subject 1-A, Mitch Romero's blood, reveals that dark matter infused with healthy blood cells to create an even stronger biological substance.",0,0,1,0,0.0
This substance appears to heal any and all weaknesses in the human body... including cells affected by HLH.,0,0,1,0,0.0
I will now commence human trials.,0,0,0,0,0.0
I need more.,0,0,0,0,0.0
What in tarnation?,0,0,0,0,1.0
"Hey, sweetie, we having a little get-together?",0,0,1,0,1.0
"So Frost has never had a birthday party, so I offered to throw her one.",0,0,1,0,0.0
She picked the guest list.,0,0,1,0,0.0
"It's my party, and I'll rage if I want to!",1,0,0,0,0.0
Hey.,0,0,0,0,0.0
You're missing out on all the fun.,0,0,0,1,0.0
Thanks for the party.,0,0,1,0,0.0
"I'm thinking next year, we go whitewater rafting.",0,0,1,0,0.0
You should definitely do that.,0,0,0,0,0.0
"You're not gonna be at my birthday party next year, are you?",0,0,0,1,0.0
"Whenever you talk about life after Crisis, you never talk about yourself.",0,0,0,1,0.0
"You're gonna do more than just vanish in Crisis, aren't you?",0,0,0,0,1.0
I don't know how to tell them.,0,0,0,1,0.0
Try with me by your side.,0,0,1,0,0.0
"Barry, keeping this secret all day hasn't felt right.",0,0,0,1,0.0
Let's tell them together.,0,0,1,0,0.0
"Barry and I didn't share everything that we learned about Crisis, and... you guys deserve to know the truth.",0,0,0,1,0.0
The Monitor didn't just warn us that Crisis was coming early.,0,1,0,0,0.0
There was something else that he said had to happen.,0,0,0,0,0.0
"When I projected my mind forward,",0,0,0,0,0.0
I saw billions of possible futures.,0,0,0,0,0.0
The only timeline where everyone survives... was the one where I died.,0,1,0,1,0.0
I have to die in Crisis.,0,1,0,1,0.0
None of you can try and save me.,0,1,0,1,0.0
18,0,0,0,0,0.0
You are a Cicada.,1,0,0,0,0.0
I don't think I can do it.,0,0,0,1,0.0
I know you can. I believe in you.,0,0,1,0,0.0
We've got Matt Edwards on the ground.,0,0,0,0,1.0
She's a journalist. - Used to be. - Tara Coleman.,0,0,0,0,0.0
I have a daughter. Bring her to the Ecuadoran embassy in Paris.,0,0,1,0,0.0
We don't have much time. They're waking them up. - Waking who up? - Cicadas.,0,1,0,0,0.0
It is starting again. - What's starting again? - Treadstone.,0,0,0,0,1.0
"We did shut down Treadstone, right?",0,0,0,0,1.0
It was bigger than we thought.,0,0,0,0,1.0
Do I know you?,0,0,0,0,1.0
Those memories... they're just...gone.,0,0,0,1,0.0
"You don't know how much I missed you, John.",0,0,1,0,0.0
I can't remember my combination.,0,0,0,1,0.0
"Try zero, nine, zero, nine, 69. ""Fortunate Son"" Release date.",0,0,0,0,1.0
"Ah, you wore that record out in Hanoi.",0,0,0,0,1.0
"Thanks, Frank.",0,0,1,0,0.0
Never got a chance to thank you.,0,0,1,0,0.0
Don't bother.,0,0,1,0,0.0
You would've done the same for me.,0,0,1,0,0.0
"No, don't play it down, John.",1,0,0,0,0.0
"Fact is, you really did it.",0,0,1,0,0.0
"You let them take you, and that gave me enough time to escape.",0,0,1,0,0.0
"Ah, it all worked out in the end.",0,0,1,0,0.0
"Always said if we could make it through the jungles of Vietnam, we could handle anything together. - Well, it's a different kind of jungle now. - Yeah.",0,0,1,0,0.0
You see Matheson out there?,0,0,0,0,1.0
He just got back. Let him get his bearings.,0,0,1,0,0.0
"Hey, man, that's easy for you to say. My partner's still out there.",0,0,1,0,0.0
"I don't know where he is, Pete.",0,0,0,1,0.0
"Hey, come on, give him some space, Wilson.1",0,0,0,0,
"Hey, what did they tell my mother?",0,0,0,0,1.0
Agency protocol.,0,0,0,0,0.0
So she thinks I'm dead?,1,0,0,1,0.0
I was only gone a week.,1,0,0,0,0.0
"John, you were missing for nine months.",1,0,0,1,0.0
How you holding up?,0,0,0,0,1.0
I've lost nine months.,0,0,0,1,0.0
"I have no idea what happened to me during that time, and my mother thinks I'm dead.",0,0,0,1,0.0
"How do you think I'm holding up, Frank? - Yeah, I know you got to be spinning. - Then why'd you ask?",1,0,0,0,1.0
I figured it was a better approach than the awkward silence that happens when two guys don't know what the hell is really going on.,0,0,0,1,0.0
What is going on? - The station chief is gonna have questions--lots of them.,0,0,0,0,1.0
Are you ready to give them answers?,0,0,0,0,1.0
"Yeah, I'll give them everything I can remember.",0,0,1,0,0.0
Like anything they did to you while you were gone.,0,0,1,0,0.0
"Well, I don't remember any details.",0,0,0,1,0.0
"Well, was there anyone that you were connected with, someone that we could identify or leverage?",0,0,0,0,1.0
"It's so nice to see you back, Mr. Bentley.",0,0,1,0,0.0
"It's good to be home, Margie.",0,0,1,0,0.0
Nine months is a long time behind the curtain.,0,1,0,1,0.0
Chief just wants you to tell them what you do remember.,1,0,0,0,0.0
"I'll be right outside, pal.",0,0,1,0,0.0
Dennis Kohler. I'm the new station chief.,0,0,0,0,0.0
"Welcome home, Bentley.",0,0,1,0,0.0
"Thank you, sir.",0,0,1,0,0.0
Sounds like you've been to hell and back.,0,1,0,0,1.0
I speak for everyone in this station when I say we're glad you came home in one piece.,0,0,1,0,0.0
What happened to Morris?,0,0,0,0,1.0
Morris's wife had a baby. He's back in D. C.,0,0,1,0,0.0
"Why don't you start at the beginning, John?",0,0,1,0,0.0
Frank Ferguson and I deployed to Krakow to gather intel on a Soviet control program code-named Tsikada being headed by a former Nazi named Dr. Gustav Meisner. - We were there two weeks. - What did you learn?,0,0,0,0,0.0
Meisner's lab was located inside a Soviet prison on the outskirts of town.,0,0,0,0,0.0
That's where he had an endless supply of subjects.,0,0,0,1,0.0
We were able to confirm that this...,0,0,0,0,0.0
Tsikada program was designed to create human weapons.,1,1,0,0,0.0
Explain that.,0,0,0,0,0.0
They developed a method to strip away a person's identity.,1,0,0,0,0.0
"Employed hypnosis, uh, drugs, electrical stimulation in certain areas of the brain.",1,0,0,0,0.0
To what end?,0,0,0,0,1.0
To make people do things that they would never normally consider.,0,1,0,0,0.0
Ferguson and I received orders to terminate Dr. Meisner and secure all of his research.,0,0,0,0,0.0
Which... didn't go quite as planned.,0,0,0,1,0.0
I was captured.,0,0,0,1,0.0
Ferguson got away.,0,0,0,1,0.0
He claims you sacrificed yourself for him.,0,0,0,1,0.0
"That's not exactly agency policy, but it's admirable.",0,0,1,0,0.0
They tried to break me.,1,0,0,0,0.0
Kept me in isolation... tortured me.... withheld food and water.,0,1,0,1,0.0
"Uh, I was drugged with hallucinogenics.",0,0,0,1,0.0
"I tried to hold on to something, you know?",0,0,0,0,1.0
"My name, my memories.",0,0,0,0,0.0
"Some thoughts of my own, but... it was like trying to grasp water in your hand.",0,0,0,0,0.0
What do you remember?,0,0,0,0,1.0
There was a woman with red hair.,0,0,0,0,0.0
Her name was Petra.,0,0,0,0,0.0
"Somehow, she knew everything about me.",0,1,0,0,0.0
"I tried to fight it, but...",0,0,0,1,0.0
My thoughts... they weren't my own.,0,1,0,0,0.0
And how'd that make you feel?,0,0,0,0,1.0
It's like I was becoming someone more...,0,0,0,0,0.0
More whole. - More... - More what?,0,0,0,0,0.0
Complete.,0,0,0,0,0.0
I finished my mission.,0,0,1,0,0.0
It never occurred to you that they let you finish it?,0,0,0,0,1.0
No.,0,0,0,0,0.0
Small price to pay in exchange for sending one of the CIA's own operatives back as a double agent.,0,0,0,0,0.0
I'm not a traitor.,1,0,0,1,0.0
"I want to order some deeper psych evaluations, keep you under observation for a while.",0,0,0,0,0.0
Prep him for transport.,0,0,0,0,0.0
Cuffs... through the table.,0,0,0,0,0.0
"Talk some sense into him, Ferguson.",1,0,0,0,0.0
What the hell did you just do?,1,0,0,0,0.0
"Sidearm, Frank.",0,0,0,0,0.0
"What now, John?",0,0,0,0,1.0
I'm gonna walk out of here... and I'm gonna prove that I'm telling the truth.,0,0,0,1,0.0
Don't get emotional.,0,0,0,1,0.0
"If someone's bringing it back, we need to stop it.",0,1,0,0,0.0
I know.,0,0,0,0,0.0
So what are you thinking?,0,0,0,0,1.0
Treadstone used someone named Martin Wells.,0,0,0,0,0.0
He was a specialist in behavioral modification.,0,0,0,0,0.0
"Now, if someone's waking up these assets, he might know how it could be done.",0,0,0,0,0.0
Okay.,0,0,0,0,0.0
How far back does this go?,0,0,0,0,1.0
As far as the Cold War.,0,0,0,0,0.0
Hello?,0,0,0,0,0.0
It's Matt Edwards.,0,0,0,0,0.0
What do you want?,0,0,0,0,1.0
I want to know what you're doing.,0,0,0,0,1.0
Right now I'm wondering how you got my number.,0,0,0,0,1.0
"I work for the CIA. Why are you in Paris? ‐ Yeah, I got to go, Matt. ‐ Listen to me.",0,0,0,0,1.0
"Now, I want to know everything Kwon told you about Treadstone.",0,0,0,0,1.0
He told me not to trust the CIA.,0,1,0,0,0.0
"I sent you to talk to him 24 hours ago, and now the person you made contact with is dead, Tara.",0,0,0,1,0.0
You heard everything he said.,0,0,0,0,0.0
I didn't hear what he said after the wire cut out.,0,0,0,0,0.0
You're in Paris.,0,0,0,0,0.0
"Kwon has a daughter in Paris, and we just flagged two North Korean SSD operatives landing at De Gaulle five minutes ago.",0,0,0,0,0.0
"Kwon's daughter is in danger, which means you might be, too.",0,1,0,0,0.0
I can handle myself.,0,0,1,0,0.0
Six men is an extraction unit.,0,0,0,0,0.0
Two men is a kill team.,0,1,0,0,0.0
"Now, I'm gonna ask you one more‐‐",0,0,0,0,1.0
Hello?,0,0,0,0,0.0
"Hello, I need to speak to Jang-Mi Kwon. It's urgent. - She's off campus today. - Where'd she go?",0,0,0,0,1.0
It is against school policy to disclose our students' whereabouts.,1,0,0,0,0.0
Mascara is the key.,0,0,0,0,0.0
"And remember, upward strokes are your friend.",0,0,1,0,0.0
Love your scarf.,0,0,1,0,0.0
So... quaint.,0,0,1,0,0.0
First class?,0,0,0,0,1.0
I've been waiting in this dump for you to get back to me about a seat opening in first class.,0,0,1,0,0.0
Or are you just too old and forgot I asked?,1,0,0,0,0.0
"This man has worked at his job for longer than you have been alive, manning his station each day, never questioning his role, performing his duty.",0,0,0,0,0.0
What are you contributing?,0,0,0,0,1.0
Hello?,0,0,0,0,0.0
Jang‐Mi?,0,0,0,0,0.0
I need to talk to you about your father.,0,0,0,0,0.0
Who are you?,0,0,0,0,1.0
"Look, I know you don't know me, but we don't have a lot of time.",1,0,0,1,0.0
Let's get out of here.,0,0,1,0,0.0
"Please, just give me a minute.",0,1,0,0,0.0
She doesn't want to talk to you.,0,0,0,1,0.0
It's important.,0,0,0,0,0.0
"If my father wants to talk to me, then he can talk to me himself.",0,0,0,0,0.0
It's not that simple.,0,0,0,1,0.0
It's actually very simple.,0,0,1,0,0.0
Just leave us alone.,1,0,0,0,0.0
"There's something I'm supposed to give to you, Jang‐Mi.",0,0,0,0,0.0
I just need five minutes.,0,0,0,0,0.0
How do you know my father?,0,0,0,0,1.0
I used to be a journalist.,0,0,0,0,0.0
"And 24 hours ago, your father asked to meet me.",0,0,0,0,0.0
He asked me to bring you that medallion and take you to someone at the Ecuadoran embassy in Paris.,0,0,0,0,0.0
I'm just gonna call him right now.,0,0,0,0,0.0
"I'm sorry, Jang‐Mi. You can't.He's been killed.",0,0,0,1,0.0
And I think the same people who killed him are on their way here for you.,0,1,0,0,0.0
Please trust me.,0,0,0,1,0.0
You didn't tell her you were coming home.,0,0,0,0,0.0
Did you at least tell her Expo fired our asses?,1,0,0,0,0.0
No.,0,0,0,0,0.0
I was hoping the surprise would take the stink off it.,0,0,1,0,0.0
Shit.,1,0,0,0,0.0
"I'll make some calls around town, see if anyone's hiring.",0,0,0,0,0.0
"Man, I wanted a better life for Samantha.",0,0,1,0,0.0
"Go on in there, Romeo.",0,0,0,0,0.0
I will shoot.,1,0,0,0,0.0
"Oh, my God.",0,0,0,0,1.0
Baby.,0,0,1,0,0.0
Baby.,0,0,1,0,0.0
"I thought you were some bandit about to rob me. ""Bandit""?",0,1,0,0,0.0
"Wait, what happened?",0,0,0,0,1.0
Just banged my head.,0,1,0,0,0.0
"Well, you want to go upstairs and I can take a look at it?",0,0,0,0,1.0
Yeah.,0,0,0,0,0.0
You been feeling okay?,0,0,0,0,1.0
The headaches.,0,0,0,1,0.0
I get one every once in a while.,0,0,0,0,0.0
I can talk to some doctors at work and get you some more of those pills.,0,0,0,0,0.0
"No, no more pills, Sam. I can manage.",1,0,0,0,0.0
"Well, if they start getting bad, you need to let me know, Doug.",0,0,0,0,0.0
Promise?,0,0,0,0,1.0
Did something happen out there?,0,0,0,0,1.0
"A bunch of the riggers got laid off. - Me, Mike. - Yeah, I figured.",0,0,0,0,0.0
The company outsourced their jobs.,0,0,0,0,0.0
You need to find a place that just treats you like an actual human being.,1,0,0,0,0.0
I've got that here with you.,0,0,1,0,0.0
Kiss me.,0,0,1,0,0.0
"Now, when I snap my fingers, you will be fully awake, and when you hear me say the word ""poultry,"" you'll become a chicken and do all the things that a chicken does.",0,0,0,0,0.0
"So, Bob, earlier you were telling us how you were a vegetarian.",0,0,0,0,0.0
That's right.,0,0,1,0,0.0
"So you don't eat fish or meat? - No, sir. - Not even chicken... or some other kind of poultry.",0,0,0,0,1.0
"Hey, Tommy, did I forget to tell you?",0,0,0,0,1.0
Happy birthday.,0,0,1,0,0.0
"Thanks, Doc.",0,0,1,0,0.0
It's on the house.,0,0,0,0,0.0
I enjoyed your show.,0,0,1,0,0.0
Is that a Virginia accent I hear?,0,0,0,0,1.0
Or it is a Langley twang?,0,0,0,0,1.0
Treadstone.,0,0,0,0,0.0
It's in the past.,0,0,0,0,0.0
I was on the ground in New York when Blackbriar got blown.,0,0,0,0,0.0
Department of Support?,0,0,0,0,1.0
Special Activities.,0,0,0,0,1.0
What do you know about the people who volunteered for Treadstone?,0,0,0,0,1.0
I know they were dangerous.,0,1,0,0,0.0
That's your first mistake. - How so? - They were more than that.,1,0,0,0,0.0
These are men and women who gave up all their personal power to an institution they assumed was on the right side of things. - Turned out it wasn't. - That's not their fault.,1,0,0,1,0.0
Tell me about what you did for the Cicada program.,0,0,0,0,0.0
"I developed protocols to program candidates who were susceptible to hypnotic triggers‐‐ a word, a tone, an image.",0,0,0,0,0.0
This type of method was used to wake them up.,0,0,0,0,0.0
And you're saying that actually worked?,0,0,0,0,1.0
"Hey, Tommy, did I forget to tell you? - Happy birthday. - Thanks, Doc.",0,0,1,0,0.0
It's on the house.,0,0,0,0,0.0
Success rate with the assets during their training was above 85%.,0,0,1,0,0.0
Someone's waking them up.,0,0,0,0,0.0
I know.,0,0,0,0,0.0
This is a news story about a psycho who shot up a 7‐Eleven.,0,1,0,0,0.0
It's not proof that someone's waking up assets.,0,0,0,1,0.0
Look closer. What do you see?,0,0,0,0,1.0
"He runs a smooth, one‐handed garment clear and puts six rounds down range in less than a second.",0,0,0,0,0.0
"Impressive attributes, but not enough to warrant our concern, right?",0,0,0,0,1.0
Until we look closer.,0,0,0,0,0.0
Most right‐handed shooters shoot left to right.,0,0,0,0,0.0
"Now, this guy goes right, left, center, left.",0,0,0,0,0.0
That's extremely skilled target selection - in a high‐pressure situation. - Keep going.,0,0,0,0,0.0
"Well, he starts with youngest and most physically fit and saves the oldest for last because he presents the lowest threat level.",1,0,0,0,0.0
And then he turns the page in the blink of an eye.,0,0,0,0,0.0
"No jitters, no adrenaline dump.",0,0,0,0,0.0
Absolutely zero leakage.,0,0,0,0,1.0
"This happened three days ago. - How'd the police catch this guy? - Quite easily‐ this man exited the store and simply sat down on the curb, almost like his mission was complete,",0,0,1,0,1.0
How do you explain that?,0,0,0,0,1.0
"The longer an asset's been sleeping, the more unreliable he might prove to be upon activation.",0,0,0,0,0.0
"I want to talk to this guy, and I want you to come with me.",0,0,0,0,0.0
Let's hope it works this time.,0,1,0,0,0.0
Where do we stand?,0,0,0,0,1.0
Edwards is looking into Kwon's allegations.,0,0,0,0,0.0
What's your take?,0,0,0,0,1.0
"He took a huge risk reaching out to us, and I think once his people found out, they had him killed.",0,1,0,0,0.0
"All right, do we know what he told this‐‐ - Tara Coleman. - Yeah, about Stiletto Six.",0,0,0,0,0.0
"No, but let's not forget that he did request her for a reason. - Do we know why? - Not yet.",0,0,0,1,0.0
She says that Kwon didn't say anything about it.,0,0,0,0,0.0
You believe her?,0,0,0,0,1.0
I'll keep you updated.,0,0,0,0,0.0
I always knew my father was a target.,0,1,0,1,0.0
A man in his position in my country is always at risk.,0,1,0,1,0.0
I just never thought anything would actually happen to him.,0,1,0,1,0.0
"I didn't get to spend much time with General Kwon, but he was trying to do the right thing.",0,0,1,0,0.0
It doesn't feel real yet.,0,0,0,0,1.0
None of this feels real.,0,0,0,0,0.0
"You're not alone, babe. I'm right here with you.",0,0,1,0,0.0
We've got a problem.,0,0,0,1,0.0
Put on your seat belt. - How far to the embassy? - Still a few more blocks.,0,0,0,0,1.0
Look out!,0,1,0,0,0.0
Brace yourself.,0,0,1,0,0.0
"Oh, fuck.",1,0,0,0,1.0
They're right behind us.,0,0,0,0,0.0
Crap.,1,0,0,0,0.0
Move!,1,0,0,0,0.0
Get out the way!,1,0,0,0,0.0
One more block!,1,0,0,0,0.0
Are they still back there?,0,0,0,0,1.0
Look at me.,0,0,0,0,0.0
"We're gonna make it, okay?",0,0,1,0,0.0
They keep coming from the direction of the border.,0,0,0,0,0.0
Just a constant wave after wave.,0,0,0,0,0.0
This is her.,0,0,0,0,0.0
You know your training. Lock it down.,0,0,0,0,0.0
There's more coming!,1,1,0,0,0.0
There's more coming in!,1,1,0,0,0.0
It's not smart to go to sleep unless it's safe.,0,1,0,0,0.0
No.,0,0,0,0,0.0
It's not.,0,0,0,0,0.0
"Well? ""Well"" What?",1,0,0,0,1.0
Is it safe?,0,0,0,0,0.0
"Michonne, do you copy?",0,0,0,0,0.0
How long till the next wave hits?,0,1,0,0,0.0
"One hour from the north, two from the south.",0,0,0,0,0.0
"Northern wave's thicker than fleas on a farm dog, but the southern's more dispersed.",0,1,0,0,0.0
"By my estimation, we'll be fighting into the night again.",0,1,0,0,0.0
"Yeah, can't push 'em too much further.",0,0,0,0,0.0
I have eyes.,1,0,0,0,0.0
Sorry. I'm just tired.,0,0,0,1,0.0
We all are.,0,0,0,1,0.0
"Hey, heads up.",0,0,0,0,0.0
The north border. Now. - Call off your walkers. - Not us.,0,0,0,0,0.0
"Yeah, right.",0,0,1,0,0.0
Not.,1,0,0,0,0.0
"Go to the border, lay down your weapons, and wait.",0,0,0,0,0.0
Wait for what?,0,0,0,0,1.0
Her.,0,0,0,0,0.0
All right!,0,0,0,0,0.0
Is this your mother?,0,0,0,0,0.0
No.,0,0,0,0,0.0
I don't think it is.,1,0,0,0,0.0
Why's she want to talk with us?,0,0,0,0,1.0
You crossed into her land.,0,0,0,0,0.0
Again. You have to answer for that.,1,0,0,0,0.0
We don't have to do anything.,0,0,0,0,0.0
We could just not go. - That's a bad idea. - We're already under attack.,1,1,0,0,0.0
Yeah! Yeah!,0,0,1,0,0.0
It isn't her.,0,0,0,0,0.0
"If she wanted you dead, she'd send the horde.",1,0,0,0,0.0
"All of it, not just a few waves at a time.",0,1,0,0,0.0
Maybe she's trying to wear us down first.,0,0,0,0,0.0
"Or, as I relayed to you all at the beginning of this meeting, there's plausible reason to believe that the satellite and fire...",0,0,0,0,0.0
"I don't want to hear about the damn satellite anymore, Eugene!",1,0,0,0,0.0
My friends died trying to save yours and ended up with their heads on spikes.,1,0,0,0,0.0
The Highwaymen want justice!,1,0,0,0,0.0
Yeah! Yeah!,0,0,1,0,0.0
So all I want to hear from you is that you're gonna take a dozen of us to meet these freaks at the border and that we're gonna take that lead bitch's head off!,1,0,0,0,0.0
We cut it off!,0,0,1,0,0.0
And then we'll put their heads on spikes!,0,0,0,0,0.0
You all right?,0,0,0,0,0.0
"Yeah. Yeah, I just need to get some air.",0,0,0,0,0.0
How many walkers did you see in Alpha's horde?,0,0,0,0,0.0
Tens of thousands.,0,0,0,0,0.0
Ah. So...,0,0,0,0,0.0
What's your plan for taking them out?,0,0,0,0,0.0
"Oh, that wasn't rhetorical.",0,0,0,0,0.0
I don't have one.,0,0,0,0,0.0
Does anybody else?,0,0,0,0,0.0
"If she sends that horde, that's it!",1,0,0,0,0.0
"Right now, all she wants to do is talk.",0,0,0,0,0.0
And we are going to listen.,0,0,0,0,0.0
"Now, while we are doing that, everyone here needs to focus on what's coming in from the north and the south.",0,0,0,0,0.0
We're tired.,0,0,0,1,0.0
We are on edge.,0,0,0,1,0.0
And it is going to get worse before it gets better.,0,1,0,1,0.0
But we aren't gonna get through it at all if we do not act as one.,1,1,0,0,0.0
Three objectives means three groups.,0,0,0,0,0.0
"Gabriel will take point in guarding the gate from the northern wave... while Aaron will take some troops and handle the southern wave, breaking it up before it hits the wall.",0,0,0,0,0.0
"That leaves us, and the border. - Unarmed. - You're really going in there unarmed?",0,0,0,0,0.0
We got no choice. - We're good. - You're low on soldiers already.,0,0,0,1,0.0
The ones you have are fighting fatigue.,0,0,0,0,0.0
Negan has only been on cleanup duty.,0,0,0,0,0.0
I said we're good.,0,0,1,0,0.0
Can I...,0,0,1,0,1.0
"Look, man, if it's all the same to you,",0,0,0,0,0.0
I'd rather just stay here and pick tomatoes and bury corpses.,1,0,0,0,0.0
He needs you out there.,0,0,0,0,0.0
"Yeah, I need me in here, especially on a day like today.",0,0,0,0,0.0
"I mean, look around... everybody's amped to 11, pissed at the skins, stirring shit up with each other.",0,1,0,0,0.0
"I told you, I don't want any of those hateful vibes taken out on me.",1,1,0,0,0.0
It's Aaron. He's a saint.,0,0,0,0,0.0
"Look, I just want to stay here.",1,0,0,0,0.0
"Can you just do me that solid, Gabe?",0,0,0,0,0.0
You can fight.,0,0,0,0,0.0
You are low on fighters.,0,0,0,0,0.0
"Peanut butter, meet jelly.",0,0,0,0,0.0
You're taking him. End of discussion.,0,0,0,0,0.0
So... That's awesome.,0,0,0,1,0.0
"Good on you, puttin' the ol' stump to use.",0,0,1,0,0.0
"Oh, lookie here.",0,0,0,0,0.0
"Oh, God.",0,0,0,0,1.0
Drop it.,0,0,0,1,0.0
Come on.,0,0,0,0,0.0
"I'm pretty sure that God put this here for a reason... to help me, help you... - Put it down. - Look, we both know that this broomstick ain't cutting it.",0,0,0,0,0.0
"I am trying to make things better, and I am not that guy that you think...",0,0,0,1,0.0
There's three coming in.,0,0,0,0,0.0
They're on your side.,0,0,0,0,0.0
Right. Okay.,0,0,0,0,0.0
"I am on it, boss.",0,0,0,0,0.0
You all right?,0,0,0,0,0.0
I... need a minute.,0,0,0,0,0.0
Thanks for coming out with me.,0,0,1,0,0.0
I could... I could go all night.,0,0,0,0,0.0
"You wanna go back, don't you?",0,0,0,0,1.0
I'm good.,0,0,1,0,0.0
Heads up.,0,1,0,0,0.0
There was one rule between our people.,0,0,0,0,0.0
One law.,0,0,0,0,0.0
Stay where you are.,0,0,0,0,0.0
Yet you disobey.,1,0,0,0,0.0
That fire would've destroyed your land.,1,0,0,0,0.0
Fire's nature to burn.,0,0,0,0,0.0
We have no conflict with nature.,1,0,0,0,0.0
It could've wiped out one of our communities.,1,0,0,0,0.0
We were not gonna sit back and let that happen.,1,0,0,0,0.0
You can understand that.,0,0,0,0,0.0
We crossed one time.,0,0,0,0,0.0
Three times.,0,0,0,0,0.0
"During the fire, you walked my land.",0,0,0,0,1.0
"And during the winter storm, you walked my land.",0,0,0,0,1.0
"During your search along the river, you and the man with the metal arm walked my land.",0,0,0,0,1.0
That's three times.,0,0,0,0,0.0
We are always watching.,1,0,0,0,0.0
What did I tell you about crossing my border?,0,0,0,0,0.0
You have to be punished.,1,0,0,0,0.0
But...,0,0,0,0,0.0
I consider context.,0,0,0,0,0.0
There will be no bloodshed this time.,0,0,1,0,0.0
So what do you want?,0,0,0,0,0.0
Land.,0,0,0,0,0.0
The creek that winds into the valley.,0,0,0,0,0.0
That is your new southern border.,0,0,0,0,0.0
We will mark the new border to the north.,0,0,0,0,0.0
That'll cut off our hunting grounds.,0,0,0,0,0.0
We don't have to stand here and listen to this...,1,0,0,0,0.0
"Carol! ""To this""... what? - To this bullshit. - That's it.",1,0,0,0,0.0
Come on. We're done. ,0,0,1,0,0.0
- Let's go. ,0,0,1,0,0.0
- We're not.,0,0,0,1,0.0
Not until this one lowers her eyes to my feet.,0,0,0,0,0.0
You should fear me.,1,0,0,0,0.0
I don't.,1,0,0,0,0.0
I look at you and I feel nothing at all.,0,0,0,1,0.0
Is that right?,0,0,0,0,0.0
The blonde boy... screamed your name just before we took his head.,0,0,0,0,0.0
Stop. Stop!,1,0,0,0,0.0
I apologize... for my friend.,0,0,0,1,0.0
We have not slept.,1,0,0,0,0.0
And you know what she lost.,0,0,0,0,0.0
I forgive you.,0,0,0,0,0.0
This is my land now.,0,0,0,0,0.0
You better run.,0,0,0,0,0.0
Come on. Let's go.,1,0,0,0,0.0
Let's go.,0,0,0,0,0.0
Listen.,0,0,0,0,0.0
I know that you're dealing with...,0,0,0,0,0.0
The bitch has to die.,1,0,0,0,0.0
She ain't been the same since she got off that boat.,0,0,0,0,0.0
Maybe she's better off on it.,0,0,0,0,0.0
"Found some peace, you know?",1,0,0,0,0.0
She belongs with us.,0,0,0,0,0.0
"She ain't sleeping, either.",1,0,0,0,0.0
She's out all night looking for them.,1,1,0,0,0.0
Shit.,1,0,0,0,0.0
What happened?,0,0,0,0,0.0
Whisperers. - Three of them. - Walkies on.,0,0,0,0,0.0
"Split up... north, west. We'll take east.",0,0,0,0,0.0
