content,anger,fear,joy,sadness,surprise
"I'm here because of this, Mr Fang. ""Mom, Zhencong wants me to marry him.""",0,0,0,0,0
Great.,0,0,1,0,0
And I regret it every day.,0,0,0,1,0
"Yeah. Don't get too excited. - It's totally fried. - Not to brag, but totally fried is kind of my wheelhouse.",0,0,0,0,1
Inside...she's cooking.,0,0,0,0,0
This isn't anger.,0,0,0,1,0
Wear this even if you're not wearing suits.,0,0,0,0,0
A facility like that would have undisclosed amounts of dark matter.,0,0,0,1,0
I have the detonator.,0,0,0,0,0
"I do believe in you, Allegra.",0,0,1,0,0
I'll get it.,0,0,1,0,0
"Yeah. Yeah, I just need to get some air.",0,0,0,0,0
"Yeah. I used, uh...",0,0,0,0,0
That fire would've destroyed your land.,1,0,0,0,0
"Chief, did you hand it in?",0,0,0,0,0
What happened to Morris?,0,0,0,0,1
You told me when you were drunk.,0,0,0,0,0
"No dent in the grille, no blood, no nothin'.",0,0,0,0,1
You guys look down on me.,1,0,0,0,0
"My name, my memories.",0,0,0,0,0
Eventually I'll have nothing.,0,0,0,1,0
By not giving up.,0,0,0,0,0
"You must stay healthy, right?",0,0,1,0,0
"Hello, I need to speak to Jang-Mi Kwon. It's urgent. - She's off campus today. - Where'd she go?",0,0,0,0,1
"Why don't you start at the beginning, John?",0,0,1,0,0
What did you say?,0,0,0,0,0
And I think the same people who killed him are on their way here for you.,0,1,0,0,0
None of you can try and save me.,0,1,0,1,0
You better kill me now.,1,0,0,0,0
"Listen, Indiana,",0,0,0,0,0
What?,0,0,0,0,1
Boom.,0,0,0,0,0
Do you know that Baskin-Robbins has 31 different flavors?,0,0,0,0,1
"Nobody, nobody but you.",1,0,0,0,0
Where'd you get this?,0,0,0,0,1
"She almost died, John.",1,0,0,0,0
It doesn't feel real yet.,0,0,0,0,1
"Whenever you need me, I'll be there.",0,0,1,0,0
I saw a giant wave of anti-matter sweeping over our Earth.,0,1,0,0,0
"God of beauty, baby.",0,0,1,0,1
"Come on, not when we're all here.",0,0,1,0,0
"The longer an asset's been sleeping, the more unreliable he might prove to be upon activation.",0,0,0,0,0
It's your smell.,0,0,0,0,0
We can't lose the doctor.,1,0,0,0,0
"Oh. Uh, there's another one downstairs.",0,0,0,0,1
Drop it.,0,0,0,1,0
Let's check if we need to change the diaper.,0,0,0,0,0
I must do something special.,0,0,0,0,0
I have to pick up my daughter from school.,0,0,0,0,0
- We're not.,0,0,0,1,0
So what else did our Asgardian cosplayer say?,0,0,0,0,1
We don't have to stand here and listen to this...,1,0,0,0,0
Cops don't save anyone with dumplings.,1,0,0,0,0
"Well, someone's out there hunting for dark matter, and he's willing to kill to get it.",1,0,0,0,0
What do you know about the people who volunteered for Treadstone?,0,0,0,0,1
Ah. So...,0,0,0,0,0
"Right now, the stakes are every family in existence.",0,1,0,0,0
I was wounded when I saved the kid's life.,0,0,0,1,0
"Yeah. Well, we went to the vault, but by the time we got there, it had already been trashed and emptied.",0,0,0,1,0
I'm willing to give John 20 seconds to say something important.,0,0,0,0,0
You always come over,1,0,0,0,0
"I'm sorry, but we need to focus on the mission.",0,1,0,0,0
To think that I'm the one who's done such awful things.,0,0,0,1,0
Two men is a kill team.,0,1,0,0,0
"You're gonna do more than just vanish in Crisis, aren't you?",0,0,0,0,1
Your brother is an artist.,0,0,1,0,0
I have no other choice.,0,0,0,1,0
"Last year, I was alone in Beijing,",0,0,0,1,0
And you're saying that actually worked?,0,0,0,0,1
"You were wrong about me, brother.",1,0,0,0,0
Mom.,0,0,0,0,0
General Kwon's dead.,0,0,0,1,0
You want this?,0,0,0,0,1
"Oh, my god.",0,0,1,0,0
"But now a new threat has emerged, a danger so severe it has forced me to leave my family in order to face it, and it won't be enough for me to just be the Green Arrow.",0,1,0,0,0
You know what I mean.,0,0,0,0,0
- Let's go. ,0,0,1,0,0
I consulted a fortune teller.,0,0,1,0,0
"Hey, heads up.",0,0,0,0,0
You're so happy.,0,0,1,0,0
Baby.,0,0,1,0,0
I will shoot.,1,0,0,0,0
"Hey, Tommy, did I forget to tell you?",0,0,0,0,1
What did you do?,0,0,0,0,1
"And what is Eternium supposed to be, anyway?",0,0,0,0,1
Why am I inside your glove?,0,0,0,0,1
You're going home to your wife tonight.,0,0,0,0,0
I thought China White was in A.R.G.U.S. custody.,0,0,0,0,0
"Because if you do, the men who are storming your bunker right now will kill your brother.",0,0,0,0,0
I was captured.,0,0,0,1,0
Gee. Thanks.,0,0,1,0,0
He didn't give me any other choice.,0,0,0,1,0
"Would you help us, Dr. Rosso?",0,0,0,0,1
Meisner's lab was located inside a Soviet prison on the outskirts of town.,0,0,0,0,0
She wants to borrow $20K more?,0,0,0,0,1
You are not Coco's father.,1,0,0,0,0
I'll go with you.,0,0,1,0,0
"If you were in Hong Kong, we would have approved your application, but not here.",1,0,0,0,0
"Dr. Robert Wong, renowned biophysicist.",0,0,0,0,0
Stop guessing.,1,0,0,0,0
You know what I see?,0,0,1,0,0
We've actually done this dance before. - Is that right? - That's right.,0,0,1,0,0
Yeah! Yeah!,0,0,1,0,0
"Please, just give me a minute.",0,1,0,0,0
"Ralph, oh, come here, baby. - Those stupid things. - What happened?",0,0,0,1,1
What happened to your lab?,0,0,0,0,1
"The scanner shows blood stasis in your brain, and you have sustained an injury.",0,0,0,1,0
I'm good.,0,0,1,0,0
"Welcome home, Bentley.",0,0,1,0,0
Doesn't seem like the kind who's too friendly.,0,0,0,0,0
"I must go home, Miss.",0,0,0,0,0
This isn't about you or dad.,0,0,0,0,0
Even a mute is wanted but not me.,1,0,0,0,0
Say the word.,1,0,0,0,0
"Oh, yeah? And why is that?",0,0,0,0,1
"One hour from the north, two from the south.",0,0,0,0,0
It's all right.,0,0,1,0,0
She didn't even fight.,0,0,0,1,0
"All right, get back.",0,0,1,0,0
"See, I still don't get it.",0,0,0,1,0
Go. Do it.,0,0,1,0,0
Why not?,0,0,0,0,1
I know you're angry.,1,0,0,0,0
And don't you forget it.,0,0,0,0,0
"My husband tried this gambit once already, and you're the one who told him he made a mistake.",1,0,0,0,0
How do you know it's me?,0,0,0,0,1
"Oliver, what were you supposed to do, just sit back and let it happen?",0,0,0,0,0
"Thanks for coming, Mom.",0,0,1,0,0
Wait a minute. - It's all right. - I'm sorry.,0,0,0,1,0
What are you looking at?,0,0,0,0,1
Occupation?,0,0,0,0,1
Parched?,0,0,0,0,1
I've got that here with you.,0,0,1,0,0
You pushed me away.,1,0,0,0,0
None of this would have happened if you hadn't shown up on my earth in the first place.,1,0,0,0,0
I don't think it is.,1,0,0,0,0
Welcome home.,0,0,1,0,0
What is going on? - The station chief is gonna have questions--lots of them.,0,0,0,0,1
"You should sit down, Auntie.",0,0,1,0,0
I can handle myself.,0,0,1,0,0
"I like you, Ralphy. Guess what? - You can have the footage. - Oh, great. - For 5,000 bucks. - I'm sorry, what?",0,0,1,0,0
We crossed one time.,0,0,0,0,0
Let's hope it works this time.,0,1,0,0,0
"Rage on this, Romero.",0,0,0,0,0
"If you hurt my brother, I swear I will kill you.",1,0,0,0,0
"I got the quotes for the mayor story, and I finished your filing. - Everything's alphabetical. - Great.",0,0,1,0,0
Take it easy.,0,0,1,0,0
Marv's alive?,0,0,0,0,1
"I used to lie in bed at night asking myself Why them?""",1,0,0,1,0
"I mean, kind of.",0,0,0,0,0
I have to admit. That was pretty cool.,0,0,1,0,0
You're gonna take it. Right.,0,0,1,0,0
Spare me that guy's things. I'm no trash can.,1,0,0,0,0
Where's your wife?,0,0,0,0,0
What little lamb?,0,0,0,0,0
Something moving needs not be earth shaking.,0,0,0,1,0
Tell them to get the hell out.,0,0,0,0,0
Those memories... they're just...gone.,0,0,0,1,0
What are you going to cook?,0,0,0,0,1
Frost! That cannot happen again.,0,0,0,1,0
I know these guns.,0,0,1,0,0
Is that your unfiltered truth?,0,0,0,0,0
"Northern wave's thicker than fleas on a farm dog, but the southern's more dispersed.",0,1,0,0,0
Give me $1 00K. I'll move out tomorrow.,0,0,0,1,0
Put on your seat belt. - How far to the embassy? - Still a few more blocks.,0,0,0,0,1
"Well, what about my behavior over the past 7 years has given you the impression that I would?",0,0,0,0,0
No.,0,0,0,0,0
"One, it's Frost. I'm rebranding.",0,0,0,0,0
"Rosita, I...",0,0,0,0,0
It's not smart to go to sleep unless it's safe.,0,1,0,0,0
What is it?,0,0,0,0,0
You have suffered enough.,0,0,0,1,0
Let me talk to your boss.,1,0,0,0,0
No more Akios will die here as long as I'm here to protect them.,0,0,0,0,0
"Well, apparently the government doesn't like when agents put bombs in people's necks.",0,0,0,0,0
I have survived worse.,0,0,1,0,0
Complete.,0,0,0,0,0
"Thanks, Doc.",0,0,1,0,0
"Let's play a game. If I win, you must buy a flat from me.",0,0,0,0,0
I came to Beijing by myself.,0,0,0,0,0
Getting a damn murderer to confess?,0,0,0,0,1
I'll get it.,0,0,1,0,0
Yes. I have Dr. Wong.,0,0,1,0,0
You believe her?,0,0,0,0,1
"Yeah, right.",0,0,1,0,0
I always knew my father was a target.,0,1,0,1,0
I thought you had a handle on that.,0,0,0,1,0
You don't like that?,0,0,0,0,1
I don't think I'm cut out for joy.,0,0,0,1,0
How can you say that?,0,0,0,0,1
We will mark the new border to the north.,0,0,0,0,0
"Well, it should be.",0,0,1,0,0
She left because you watched the World Cup or you watched it... because she left you?,0,0,0,0,0
It's obvious you cried.,0,0,0,1,0
We were not gonna sit back and let that happen.,1,0,0,0,0
Like what?,0,0,0,0,0
Capture! Do not kill!,1,0,0,0,0
"A being who transcends universes, a crisis brewing.",0,1,0,0,0
"She's wasting her time, John.",1,0,0,0,0
I think we're done here.,0,0,1,0,0
I lost my mother to this disease.,0,0,0,1,0
Forget you promised you'd look after me?,0,0,0,0,1
To what end?,0,0,0,0,1
Since I got back. It's fine.,0,0,0,0,0
You're a little lamb in a men's world.,0,0,1,0,0
You said you're a lifesaver.,0,0,0,0,1
"Uh, I was drugged with hallucinogenics.",0,0,0,1,0
"Wait. Oh, no, no, no.",0,1,0,0,0
You want to hate me?,0,0,0,0,1
I was almost frozen... under a big clock.,0,1,0,0,0
I might die before I get to figure out which one is my favorite.,0,1,0,1,0
"No, it's not. You're drunk.",0,0,0,0,0
"You are not actually gonna trust this guy, are you? - 'Cause I don't. - I'm sorry.",0,0,0,1,1
I believe I have found an effective cure for HLH.,0,0,1,0,0
It's bigger than us.,0,0,0,0,0
"People are dying out there, all right?",1,0,0,0,0
So we can access all the information it has on Dr. Wong.,0,0,1,0,0
"But, um...",0,0,0,0,0
Sorry. I'm just tired.,0,0,0,1,0
This substance appears to heal any and all weaknesses in the human body... including cells affected by HLH.,0,0,1,0,0
Only you did.,0,0,0,0,1
How could you lie about that?,1,0,0,0,1
"No, no, no, I have a better idea.",0,0,1,0,0
I know what it's like to lose people.,0,0,0,1,0
That actually does kind of make me feel better.,0,0,1,0,0
"Um, thank you for your help, Dr. Rosso. - Barry. - Yeah?",0,0,1,0,0
"Look, I just want to stay here.",1,0,0,0,0
Looks like I'm not the only one who needed backup.,0,0,0,0,0
I know you can. I believe in you.,0,0,1,0,0
I get one every once in a while.,0,0,0,0,0
Yeah. You and me both.,0,0,0,0,0
"What are you doing, Peiru? Are you craZy?",0,0,0,0,1
She says she's not mute... in Zhencong's world.,0,0,1,0,0
Only she ain't there.,0,0,0,0,0
We're tired.,0,0,0,1,0
That's why he's coming with me.,0,0,0,0,0
I was on the ground in New York when Blackbriar got blown.,0,0,0,0,0
"Michonne, do you copy?",0,0,0,0,0
"Like you said, I'm a desperate man.",0,0,0,1,0
That's where he had an endless supply of subjects.,0,0,0,1,0
"I don't blame you, OK?",1,0,0,0,0
Get the manager to fix it.,0,0,0,0,0
You did the right thing. You learned from me.,0,0,1,0,0
You must save me.,0,0,0,1,0
A girl shouldn't drink like this.,1,0,0,0,0
It's nothing. I'm becoming forgetful.,0,0,0,1,0
"I'm sorry, Mom. We tried.",0,0,0,1,0
"Everyone wants ready-made, not the process.",0,0,0,0,0
Thank you for letting me in your life.,0,0,1,0,0
"You're a dead man, too. Aren't you, Barry?",0,0,0,1,0
We have not slept.,1,0,0,0,0
Remember me at the karaoke the other night?,0,0,0,0,0
Eternium.,0,0,0,0,0
Did you see Xiaowan's Mom?,0,0,0,0,1
Spare my assistant. I'll drink with you.,0,0,1,0,0
"He slams on the brakes, calls the local PD, gets out, and goes lookin' for her.",0,0,0,0,0
So she thinks I'm dead?,1,0,0,1,0
Listen.,0,0,0,0,0
I speak for everyone in this station when I say we're glad you came home in one piece.,0,0,1,0,0
The security guard from a nearby building heard the gunshots.,0,0,0,1,0
"Okay, it's fine. We got it. Go.",0,0,1,0,0
Carol... how long you been taking those pills for?,1,0,0,0,1
That's your first mistake. - How so? - They were more than that.,1,0,0,0,0
"Yeah, hi, the Avenue M pawn shop was robbed last night, and the police think that Debbie was responsible.",0,0,0,1,0
"Someone is coming,",0,1,0,0,0
Good. I'm so glad you reconsidered.,0,0,1,0,0
Why are you following me? Go home.,0,0,0,0,1
"He can't even take care of himself,",1,0,0,0,0
"So if--if--if the-- if the monitor can't fix this and if he is not here to help, then all of these things that I've sacrificed and all the things that so many other people have already sacrificed will have been for nothing.",0,0,0,1,0
Get out.,1,0,0,0,0
Grandma said I was a lifesaver.,0,0,0,0,0
I don't have one.,0,0,0,0,0
Too late.,0,1,0,1,0
I have vision.,0,0,0,0,0
They tried to break me.,1,0,0,0,0
I just need five minutes.,0,0,0,0,0
They brought devilish alcohol because of you.,0,0,0,0,1
How exactly are we going to earn it?,0,0,0,0,1
"This happened three days ago. - How'd the police catch this guy? - Quite easily‐ this man exited the store and simply sat down on the curb, almost like his mission was complete,",0,0,1,0,1
Where's--where's Tommy?,0,1,0,0,0
I watched her die once.,0,0,0,1,0
The Monitor didn't just warn us that Crisis was coming early.,0,1,0,0,0
He was actually willing to help me with my research.,0,0,1,0,0
"They must clear out on the 1 1th, because the furniture is here on the 12th.",0,0,0,0,0
You're looking for Fang Zhendong?,0,0,0,0,1
Prep him for transport.,0,0,0,0,0
"As she read it word by word, she felt as if her friend was talking to her in person.",0,0,1,0,0
"Hey, there. Come on.",0,0,1,0,0
"Try zero, nine, zero, nine, 69. ""Fortunate Son"" Release date.",0,0,0,0,1
I have a personal heater.,0,0,0,0,0
But this ceiling is... against regulations.,0,1,0,0,0
Now I remember the lyrics I used to forget.,0,0,0,0,0
"You're Lion King, You're just as professional... as Yao Ming.",0,0,1,0,0
What did you do?,1,0,0,0,0
You're too kind.,0,0,1,0,0
"Barry, keeping this secret all day hasn't felt right.",0,0,0,1,0
What did you do? Frost!,1,0,0,0,1
I look at you and I feel nothing at all.,0,0,0,1,0
"T-that woman I was with at the bar, are you sure you didn't see her?",0,0,0,0,1
These are men and women who gave up all their personal power to an institution they assumed was on the right side of things. - Turned out it wasn't. - That's not their fault.,1,0,0,1,0
What's this doing in my hand?,0,0,0,0,0
To make people do things that they would never normally consider.,0,1,0,0,0
"All of it, not just a few waves at a time.",0,1,0,0,0
"But, Mom... why did you break up with all the others?",0,0,0,0,1
You get scared.,0,0,0,1,0
I can't go on without you.,0,0,0,1,0
You sent me an angel.,0,0,1,0,0
"Well, how would Kwon have that intel?",0,0,0,0,1
The blonde boy... screamed your name just before we took his head.,0,0,0,0,0
Here.,0,0,0,0,0
"I tried, but I couldn't.",0,0,0,1,0
Bring him to me.,0,0,0,0,0
Copy.,0,0,0,0,0
"Well, then maybe this is where I deserve to be.",0,0,0,1,0
I like it.,0,0,1,0,0
She would have been dead if you hadn't have come back and fought with us.,0,0,0,0,0
What do you know?,0,0,0,0,0
How you holding up?,0,0,0,0,1
Or turn them into meta-humans.,0,0,1,0,0
That's right.,0,0,1,0,0
You want me to save you?,0,0,0,0,1
"You march towards death without fear, just like Mum.",0,0,0,1,0
Cheers.,0,0,1,0,0
You all right?,0,1,0,0,0
Mom?,0,0,0,0,1
The destruction of that earth was a necessary sacrifice.,0,0,0,1,0
Look out!,0,1,0,0,0
It's high risk for us as you're new at this.,0,1,0,0,0
